datetime,high,low,open,close,volume
2023-12-04,239.37,233.29,235.75,235.58,104,099,800
2023-12-05,246.66,233.7,233.87,238.72,137,971,100
2023-12-06,246.57,239.17,242.92,239.37,126,436,200
2023-12-07,244.08,236.98,241.55,242.64,107,142,300
2023-12-08,245.27,239.27,240.27,243.84,102,980,100
2023-12-11,243.44,237.45,242.74,239.74,97,913,900
2023-12-12,238.99,233.87,238.55,237.01,95,328,300
2023-12-13,240.3,228.2,234.19,239.29,146,286,300
2023-12-14,253.88,240.79,241.22,251.05,160,829,200
2023-12-15,254.13,248.3,251.21,253.5,135,720,800
2023-12-18,258.74,251.36,253.78,252.08,116,416,500
2023-12-19,258.34,253.01,253.48,257.22,106,737,400
2023-12-20,259.84,247.0,256.41,247.14,125,097,000
2023-12-21,254.8,248.55,251.9,254.5,109,594,200
2023-12-22,258.22,251.37,256.76,252.54,93,249,800
2023-12-26,257.97,252.91,254.49,256.61,86,892,400
2023-12-27,263.34,257.52,258.35,261.44,106,494,400
2023-12-28,265.13,252.71,263.66,253.18,113,619,900
2023-12-29,255.19,247.43,255.1,248.48,100,615,300
2024-01-02,251.25,244.41,250.08,248.42,104,654,200
2024-01-03,245.68,236.32,244.98,238.45,121,082,600
2024-01-04,242.7,237.73,239.25,237.93,102,629,300
2024-01-05,240.12,234.9,236.86,237.49,92,379,400
2024-01-08,241.25,235.3,236.14,240.45,85,166,600
2024-01-09,238.96,232.04,238.11,234.96,96,705,700
2024-01-10,235.5,231.29,235.1,233.94,91,628,500
2024-01-11,230.93,225.37,230.57,227.22,105,873,600
2024-01-12,225.34,217.15,220.08,218.89,122,889,000
2024-01-16,223.49,212.18,215.1,219.91,115,355,000
2024-01-17,215.67,212.01,214.86,215.55,103,164,400
2024-01-18,217.45,208.74,216.88,211.88,108,595,400
2024-01-19,213.19,207.56,209.99,212.19,102,095,800
2024-01-22,217.8,206.27,212.26,208.8,117,952,500
2024-01-23,215.65,207.75,211.3,209.14,106,605,900
2024-01-24,212.73,206.77,211.88,207.83,123,369,900
2024-01-25,193.0,180.06,189.7,182.63,198,076,800
2024-01-26,186.78,182.1,185.5,183.25,107,343,200
2024-01-29,191.48,183.67,185.63,190.93,125,013,100
2024-01-30,196.36,190.61,195.33,191.59,109,982,300
2024-01-31,193.97,185.85,187.0,187.29,103,221,400
2024-02-01,189.88,184.28,188.5,188.86,91,843,300
2024-02-02,188.69,182.0,185.04,187.91,110,505,100
2024-02-05,184.68,175.01,184.26,181.06,134,294,400
2024-02-06,186.49,177.11,177.21,185.1,122,676,000
2024-02-07,189.79,182.68,188.18,187.58,111,535,200
2024-02-08,191.62,185.58,189.0,189.56,83,034,000
2024-02-09,194.12,189.48,190.18,193.57,84,476,300
2024-02-12,194.73,187.28,192.11,188.13,95,498,600
2024-02-13,187.26,182.11,183.99,184.02,86,759,500
2024-02-14,188.89,183.35,185.3,188.71,81,203,000
2024-02-15,200.88,188.86,189.16,200.45,120,831,800
2024-02-16,203.17,197.4,202.06,199.95,111,173,600
2024-02-20,198.6,189.13,196.13,193.76,104,545,800
2024-02-21,199.44,191.95,193.36,194.77,103,844,000
2024-02-22,198.32,191.36,194.0,197.41,92,739,500
2024-02-23,197.57,191.5,195.31,191.97,78,841,900
2024-02-26,201.78,192.0,192.29,199.4,111,747,100
2024-02-27,205.6,198.26,204.04,199.73,108,645,400
2024-02-28,205.3,198.44,200.42,202.04,99,806,200
2024-02-29,205.28,198.45,204.18,201.88,85,907,000
2024-03-01,204.52,198.5,200.52,202.64,82,099,200
2024-03-04,199.75,186.72,198.73,188.14,134,334,900
2024-03-05,184.59,177.57,183.05,180.74,119,660,800
2024-03-06,181.58,173.7,179.99,176.54,107,920,900
2024-03-07,180.04,173.7,174.35,178.65,102,129,000
2024-03-08,182.73,174.7,181.5,175.34,85,315,300
2024-03-11,182.87,174.8,175.45,177.77,85,391,500
2024-03-12,179.43,172.41,177.77,177.54,87,391,700
2024-03-13,176.05,169.15,173.05,169.48,106,524,500
2024-03-14,171.17,160.51,167.77,162.5,126,325,700
2024-03-15,165.18,160.76,163.16,163.57,96,971,900
2024-03-18,174.72,165.9,170.02,173.8,108,214,400
2024-03-19,172.82,167.42,172.36,171.32,77,271,400
2024-03-20,176.25,170.82,173.0,175.66,83,846,700
2024-03-21,178.18,171.8,176.39,172.82,73,178,000
2024-03-22,171.2,166.3,166.69,170.83,75,454,700
2024-03-25,175.24,168.73,168.76,172.63,74,228,600
2024-03-26,184.25,177.38,178.58,177.67,113,186,200
2024-03-27,181.91,176.0,181.41,179.83,81,804,000
2024-03-28,179.57,175.3,177.45,175.79,77,654,800
2024-04-01,176.75,170.21,176.17,175.22,81,562,100
2024-04-02,167.69,163.43,164.75,166.63,116,650,600
2024-04-03,168.82,163.28,164.02,168.38,82,950,100
2024-04-04,177.19,168.01,170.07,171.11,123,162,000
2024-04-05,170.86,160.51,169.08,164.9,141,250,700
2024-04-08,174.5,167.79,169.34,172.98,104,423,300
2024-04-09,179.22,171.92,172.91,176.88,103,232,700
2024-04-10,174.93,170.01,173.04,171.76,84,532,400
2024-04-11,175.88,168.51,172.55,174.6,94,516,000
2024-04-12,173.81,170.36,172.34,171.05,64,506,600
2024-04-15,170.69,161.38,170.24,161.48,100,245,300
2024-04-16,158.19,153.75,156.74,157.11,97,000,000
2024-04-17,158.33,153.78,157.64,155.45,82,439,700
2024-04-18,152.2,148.7,151.25,149.93,96,098,800
2024-04-19,150.94,146.22,148.97,147.05,86,005,100
2024-04-22,144.44,138.8,140.56,142.05,107,097,600
2024-04-23,147.26,141.11,143.33,144.68,124,545,100
2024-04-24,167.97,157.51,162.84,162.13,181,178,000
2024-04-25,170.88,158.36,158.96,170.18,126,427,500
2024-04-26,172.12,166.37,168.85,168.29,109,815,700
2024-04-29,198.87,184.54,188.42,194.05,243,869,700
2024-04-30,190.95,182.84,186.98,183.28,127,031,800
2024-05-01,185.86,179.01,182.0,179.99,92,829,700
2024-05-02,184.6,176.02,182.86,180.01,89,148,000
2024-05-03,184.78,178.42,182.1,181.19,75,491,500
2024-05-06,187.56,182.2,183.8,184.76,84,390,300
2024-05-07,183.26,177.4,182.4,177.81,75,045,900
2024-05-08,176.06,170.15,171.59,174.72,79,969,500
2024-05-09,175.62,171.37,175.01,171.97,65,950,300
2024-05-10,173.06,167.75,173.05,168.47,72,627,200
2024-05-13,175.4,169.0,170.0,171.89,67,018,900
2024-05-14,179.49,174.07,174.5,177.55,86,407,400
2024-05-15,180.0,173.11,179.9,173.99,79,663,000
2024-05-16,175.79,171.43,174.1,174.84,59,812,200
2024-05-17,179.63,172.75,173.55,177.46,77,445,800
2024-05-20,177.75,173.52,177.56,174.95,61,727,400
2024-05-21,186.88,174.71,175.51,186.6,115,266,500
2024-05-22,183.8,178.12,182.85,180.11,88,313,500
2024-05-23,181.9,173.26,181.8,173.74,71,975,500
2024-05-24,180.08,173.73,174.84,179.24,65,479,700
2024-05-28,178.25,173.16,176.4,176.75,59,736,600
2024-05-29,178.15,173.93,174.19,176.19,54,782,600
2024-05-30,182.67,175.38,178.58,178.79,77,784,800
2024-05-31,180.32,173.82,178.5,178.08,67,314,600
2024-06-03,182.64,174.49,178.13,176.29,68,568,900
2024-06-04,177.76,174.0,174.78,174.77,60,056,300
2024-06-05,176.15,172.13,175.35,175.0,57,953,800
2024-06-06,179.73,172.73,174.6,177.94,69,887,000
2024-06-07,179.35,175.58,176.13,177.48,56,244,900
2024-06-10,178.57,173.17,176.06,173.79,50,869,700
2024-06-11,174.75,167.41,173.92,170.66,64,761,900
2024-06-12,180.55,169.8,171.12,177.29,90,389,400
2024-06-13,191.08,181.23,188.39,182.47,118,984,100
2024-06-14,186.0,176.92,185.8,178.01,82,038,200
2024-06-17,188.81,177.0,177.92,187.44,109,786,100
2024-06-18,187.2,182.37,186.56,184.86,68,982,300
2024-06-20,185.21,179.66,184.68,181.57,55,893,100
2024-06-21,183.95,180.69,182.3,183.01,63,029,500
2024-06-24,188.8,182.55,184.97,182.58,61,992,100
2024-06-25,187.97,182.01,184.4,187.35,63,678,300
2024-06-26,197.76,186.36,186.54,196.37,95,737,100
2024-06-27,198.72,194.05,195.17,197.42,72,746,500
2024-06-28,203.2,195.26,199.55,197.88,95,438,100
2024-07-01,213.23,200.85,201.02,209.86,135,691,400
2024-07-02,231.3,218.06,218.89,231.26,205,047,900
2024-07-03,248.35,234.25,234.56,246.39,166,561,500
2024-07-05,252.37,242.46,249.81,251.52,154,501,200
2024-07-08,259.44,244.57,247.71,252.94,157,219,600
2024-07-09,265.61,250.3,251.0,262.33,160,210,900
2024-07-10,267.59,257.86,262.8,263.26,128,519,400
2024-07-11,271.0,239.65,263.3,241.03,221,707,300
2024-07-12,251.84,233.09,235.8,248.23,155,955,800
2024-07-15,265.6,251.73,255.97,252.64,146,912,900
2024-07-16,258.62,245.8,255.31,256.56,126,332,500
2024-07-17,258.47,246.18,252.73,248.5,115,584,800
2024-07-18,257.14,247.2,251.09,249.23,110,869,000
2024-07-19,249.44,236.83,247.79,239.2,87,403,900
2024-07-22,253.21,243.75,244.21,251.51,101,225,400
2024-07-23,255.76,245.63,253.6,246.38,111,928,200
2024-07-24,225.99,214.71,225.42,215.99,167,942,900
2024-07-25,226.0,216.23,216.8,220.25,100,636,500
2024-07-26,222.28,215.33,221.19,219.8,94,604,100
2024-07-29,234.27,224.7,224.9,232.1,129,201,800
2024-07-30,232.41,220.0,232.25,222.62,100,560,300
2024-07-31,234.68,226.79,227.9,232.07,67,497,000
2024-08-01,231.87,214.33,227.69,216.86,83,861,900
2024-08-02,216.13,205.78,214.88,207.67,82,880,100
2024-08-05,203.88,182.0,185.22,198.88,100,308,800
2024-08-06,202.9,192.67,200.75,200.64,73,783,900
2024-08-07,203.49,191.48,200.77,191.76,71,159,800
2024-08-08,200.7,192.04,195.7,198.84,65,033,900
2024-08-09,200.88,195.11,197.05,200.0,58,648,300
2024-08-12,199.26,194.67,199.02,197.49,64,044,900
2024-08-13,208.49,197.06,198.47,207.83,76,247,400
2024-08-14,208.44,198.75,207.39,201.38,70,250,000
2024-08-15,215.88,204.82,205.02,214.14,89,848,500
2024-08-16,219.8,210.8,211.15,216.12,88,765,100
2024-08-19,222.98,214.09,217.07,222.72,76,435,200
2024-08-20,228.22,219.56,224.88,221.1,74,001,200
2024-08-21,224.66,218.86,222.67,223.27,70,146,000
2024-08-22,224.8,210.32,223.82,210.66,79,514,500
2024-08-23,221.48,214.21,214.46,220.32,81,525,200
2024-08-26,219.09,211.01,218.75,213.21,59,301,200
2024-08-27,215.66,206.94,213.25,209.21,62,821,400
2024-08-28,211.84,202.59,209.72,205.75,64,116,400
2024-08-29,214.89,205.97,209.8,206.28,62,308,800
2024-08-30,214.57,207.03,208.63,214.11,63,370,600
2024-09-03,219.9,209.64,215.26,210.6,76,714,200
2024-09-04,222.22,210.57,210.59,219.41,80,651,800
2024-09-05,235.0,222.25,223.49,230.17,119,355,000
2024-09-06,233.6,210.51,232.6,210.73,112,177,000
2024-09-09,219.87,213.67,216.2,216.27,67,443,500
2024-09-10,226.4,218.64,220.07,226.17,78,891,100
2024-09-11,228.47,216.8,224.55,228.13,83,548,600
2024-09-12,231.45,223.83,224.66,229.81,72,020,000
2024-09-13,232.67,226.32,228.0,230.29,59,515,100
2024-09-16,229.96,223.53,229.3,226.78,54,323,000
2024-09-17,234.57,226.55,229.45,227.87,66,761,600
2024-09-18,235.68,226.88,230.09,227.2,78,010,200
2024-09-19,244.24,232.13,234.0,243.92,102,694,600
2024-09-20,243.99,235.92,241.52,238.25,99,879,100
2024-09-23,250.0,241.92,242.61,250.0,86,927,200
2024-09-24,257.19,249.05,254.08,254.27,88,491,000
2024-09-25,257.05,252.28,252.54,257.02,65,034,300
2024-09-26,261.75,251.53,260.6,254.22,67,142,200
2024-09-27,260.7,254.12,257.38,260.46,70,988,100
2024-09-30,264.86,255.77,259.04,261.63,80,705,700
2024-10-01,263.98,248.53,262.67,258.02,87,397,600
2024-10-02,251.16,241.5,247.55,249.02,93,983,900
2024-10-03,249.79,237.81,244.48,240.66,80,729,200
2024-10-04,250.96,244.58,246.69,250.08,86,573,200
2024-10-07,249.83,240.7,249.0,240.83,68,113,300
2024-10-08,246.21,240.56,243.56,244.5,56,303,200
2024-10-09,247.43,239.51,243.82,241.05,66,289,500
2024-10-10,242.79,232.34,241.81,238.77,83,087,100
2024-10-11,223.34,214.38,220.13,217.8,142,628,900
2024-10-14,221.91,213.74,220.13,219.16,86,291,900
2024-10-15,224.26,217.12,220.01,219.57,62,988,800
2024-10-16,222.82,218.93,221.4,221.33,49,632,800
2024-10-17,222.08,217.9,221.59,220.89,50,791,800
2024-10-18,222.28,219.23,220.71,220.7,49,611,900
2024-10-21,220.48,215.73,218.9,218.85,47,329,000
2024-10-22,218.22,215.26,217.31,217.97,43,268,700
2024-10-23,218.72,212.11,217.13,213.65,80,938,900
2024-10-24,262.12,242.65,244.68,260.48,204,491,900
2024-10-25,269.49,255.32,256.01,269.19,161,611,900
2024-10-28,273.54,262.24,270.0,262.51,107,653,600
2024-10-29,264.98,255.51,264.51,259.52,80,521,800
2024-10-30,263.35,255.82,258.04,257.55,53,993,600
2024-10-31,259.75,249.25,257.99,249.85,66,575,300
2024-11-01,254.0,246.63,252.04,248.98,57,544,800
2024-11-04,248.9,238.88,244.56,242.84,68,802,400
2024-11-05,255.28,246.21,247.34,251.44,69,282,500
2024-11-06,289.59,275.62,284.67,288.53,165,228,700
2024-11-07,299.75,285.52,288.89,296.91,117,309,200
2024-11-08,328.71,297.66,299.14,321.22,203,590,100
2024-11-11,358.64,336.0,346.36,350.0,206,196,268
